repo_owner,repo_name,issue_number,pr_url,commit_url
godotengine,godot,95696,https://github.com/godotengine/godot/pull/95704,https://github.com/godotengine/godot/commit/84e8831b8913e38247a971d7d0540b2666edce8a
godotengine,godot,95575,https://github.com/godotengine/godot/pull/95849,https://github.com/godotengine/godot/commit/97085358ce154f34d6ab571c35529a8b0e063513
godotengine,godot,95289,https://github.com/godotengine/godot/pull/95295,https://github.com/godotengine/godot/commit/9949d5a089ce89f102d3c84a256f8933f235fc21
godotengine,godot,95104,https://github.com/godotengine/godot/pull/95225,https://github.com/godotengine/godot/commit/7934e73d78c111e5f9cfbbda4f74723733482a4e
godotengine,godot,94870,https://github.com/godotengine/godot/pull/94894,https://github.com/godotengine/godot/commit/1eb0039b6eae3f4fab75ca6bb746712a233d32cb
godotengine,godot,93321,https://github.com/godotengine/godot/pull/93502,https://github.com/godotengine/godot/commit/5774d574967d81830e8eba22ea6fe70a00761634
godotengine,godot,93104,https://github.com/godotengine/godot/pull/93147,https://github.com/godotengine/godot/commit/8ac841a026c0fdb32351ba94570df9143eb1de11
godotengine,godot,92759,https://github.com/godotengine/godot/pull/92742,https://github.com/godotengine/godot/commit/e201e5bf30bdd7ea4f515ebf8d47a70172683f7e
godotengine,godot,91918,https://github.com/godotengine/godot/pull/92152,https://github.com/godotengine/godot/commit/0f5cadfb56100a02c45637fc2db436d3c0ffcd74
godotengine,godot,91230,https://github.com/godotengine/godot/pull/91329,https://github.com/godotengine/godot/commit/f14455fd3d0a86c0726aa6311a9a62a4392d2d0e
godotengine,godot,90607,https://github.com/godotengine/godot/pull/90921,https://github.com/godotengine/godot/commit/b9225f67c85c3eab47df96b9fa1bd5a5034eae53
godotengine,godot,90120,https://github.com/godotengine/godot/pull/90508,https://github.com/godotengine/godot/commit/2bc2b52bd1464e13a10b4082f1c036ed8cadb55c
godotengine,godot,88248,https://github.com/godotengine/godot/pull/87750,https://github.com/godotengine/godot/commit/2e07dcf1e7776fa9c068a690bfc51e385ff7501b
godotengine,godot,86401,https://github.com/godotengine/godot/pull/86474,https://github.com/godotengine/godot/commit/cb0a37f61aa772341e63e8ae8ee5bece211613f8
godotengine,godot,86234,https://github.com/godotengine/godot/pull/94618,https://github.com/godotengine/godot/commit/d65e7aab76a96f254d95e03b909f183912efe562
godotengine,godot,85619,https://github.com/godotengine/godot/pull/85785,https://github.com/godotengine/godot/commit/d48524a3f4e7070cecc01de215ae4c3aa37ab504
godotengine,godot,85537,https://github.com/godotengine/godot/pull/85542,https://github.com/godotengine/godot/commit/5dd11e8eee739f2ac3bbecd93cd4862c151aebc8
godotengine,godot,85053,https://github.com/godotengine/godot/pull/85092,https://github.com/godotengine/godot/commit/c0c1efc5da393789d5c23e62f013f792e1306009
godotengine,godot,84718,https://github.com/godotengine/godot/pull/91012,https://github.com/godotengine/godot/commit/b823724e007bc3f505369b7d768373bbb8f503e6
godotengine,godot,83112,https://github.com/godotengine/godot/pull/83264,https://github.com/godotengine/godot/commit/f79b90a6c0962f398ea17f1f47b99697baad7a3e
godotengine,godot,82791,https://github.com/godotengine/godot/pull/82451,https://github.com/godotengine/godot/commit/c3d1b522549b35fb0494d3b0577fe7b5c0e04065
godotengine,godot,82769,https://github.com/godotengine/godot/pull/83096,https://github.com/godotengine/godot/commit/3620d612ba9d2b110896cad9950e4bec4684a03a
godotengine,godot,82144,https://github.com/godotengine/godot/pull/88474,https://github.com/godotengine/godot/commit/9281c441f6138f2205071a89e4f5070bc918fdff
godotengine,godot,81005,https://github.com/godotengine/godot/pull/81090,https://github.com/godotengine/godot/commit/8ac91f813f364ed3e8b4b6be1b0770124af0d1b0
godotengine,godot,80195,https://github.com/godotengine/godot/pull/89418,https://github.com/godotengine/godot/commit/77f6e35a8dc34a649f817a9c3e3c2d341fe98457
godotengine,godot,80074,https://github.com/godotengine/godot/pull/80075,https://github.com/godotengine/godot/commit/38334fdc115c27da7623d927f7b7cbc9dbe63bf5
godotengine,godot,79927,https://github.com/godotengine/godot/pull/79325,https://github.com/godotengine/godot/commit/5fb975e4a578579bd02d287e4aa3b98daa2c0e3a
godotengine,godot,79292,https://github.com/godotengine/godot/pull/79325,https://github.com/godotengine/godot/commit/5fb975e4a578579bd02d287e4aa3b98daa2c0e3a
godotengine,godot,78295,https://github.com/godotengine/godot/pull/78670,https://github.com/godotengine/godot/commit/0458ac4b8191f514766d3e894ae563002a58ecfa
godotengine,godot,77968,https://github.com/godotengine/godot/pull/80482,https://github.com/godotengine/godot/commit/bc1aef88eef7bb09d1c537bf150414c50abfa374
godotengine,godot,77600,https://github.com/godotengine/godot/pull/79865,https://github.com/godotengine/godot/commit/7c812cd7e9aaa5145f5309bb6254d0570620bec9
godotengine,godot,77477,https://github.com/godotengine/godot/pull/78328,https://github.com/godotengine/godot/commit/d6379e9a938dec641baee5012fd98b5ab532ceda
godotengine,godot,77268,https://github.com/godotengine/godot/pull/77280,https://github.com/godotengine/godot/commit/e5bebbc9ffda8b4fa5a786842ea24f0a3ea0763a
godotengine,godot,76994,https://github.com/godotengine/godot/pull/79771,https://github.com/godotengine/godot/commit/73c6b8db2fd548fe1808af3e1bf9496b9f81aac8
godotengine,godot,75915,https://github.com/godotengine/godot/pull/77307,https://github.com/godotengine/godot/commit/f645eee62eadb71721e9d7c2d926fc4293a05c7c
godotengine,godot,74478,https://github.com/godotengine/godot/pull/73813,https://github.com/godotengine/godot/commit/30b94bb8ab0b51e1ba20b319ed46f43ee2147cd1
godotengine,godot,73563,https://github.com/godotengine/godot/pull/83902,https://github.com/godotengine/godot/commit/085255bd0ed2c36b217769c6f75c8ea856725b1a
godotengine,godot,72755,https://github.com/godotengine/godot/pull/72880,https://github.com/godotengine/godot/commit/b8eda519d0701f2700976ab71d58cd96f35b0181
godotengine,godot,72666,https://github.com/godotengine/godot/pull/73136,https://github.com/godotengine/godot/commit/340c3b84fd9f06f4d4a794c0a0b8e95165aeee9f
godotengine,godot,71652,https://github.com/godotengine/godot/pull/71798,https://github.com/godotengine/godot/commit/51777a2914dc46f2831752b74db6276369df0905
godotengine,godot,70853,https://github.com/godotengine/godot/pull/81037,https://github.com/godotengine/godot/commit/c23bd8b1431a745991a19f7cb89e4111efedf555
godotengine,godot,69927,https://github.com/godotengine/godot/pull/69950,https://github.com/godotengine/godot/commit/71398ae22a186d79f5f5eacc2cd45623fc588e75
godotengine,godot,68301,https://github.com/godotengine/godot/pull/71691,https://github.com/godotengine/godot/commit/b95219ef0f48261a277dda224cc30cc212221c4f
godotengine,godot,67696,https://github.com/godotengine/godot/pull/72827,https://github.com/godotengine/godot/commit/31a4a0002e566cbb28a2160fde1567eb75496cd0
godotengine,godot,67355,https://github.com/godotengine/godot/pull/69563,https://github.com/godotengine/godot/commit/0cbd1c85a96384ef93978661e408ce7c1b721847
godotengine,godot,67149,https://github.com/godotengine/godot/pull/67269,https://github.com/godotengine/godot/commit/05d619143c37e471b1ef175ad90a6da0677c902e
godotengine,godot,66901,https://github.com/godotengine/godot/pull/71441,https://github.com/godotengine/godot/commit/2cfab94fef35245e4ab7ab6f68122b12506701a2
godotengine,godot,65339,https://github.com/godotengine/godot/pull/65498,https://github.com/godotengine/godot/commit/ac1f2b378fb669e298a1e61d27617f4561c1af60
godotengine,godot,65157,https://github.com/godotengine/godot/pull/68504,https://github.com/godotengine/godot/commit/d22ab7c85b3f3cef54122d913043dbe0b4e16ed9
godotengine,godot,63352,https://github.com/godotengine/godot/pull/87391,https://github.com/godotengine/godot/commit/a62870956aa65461ac157ceb5869f82ee5fd5f36
godotengine,godot,62127,https://github.com/godotengine/godot/pull/62144,https://github.com/godotengine/godot/commit/32b16c876b92c3dae35046d37740fc6e5cc65b24
godotengine,godot,62111,https://github.com/godotengine/godot/pull/62211,https://github.com/godotengine/godot/commit/e4f252d94fec9e4ea5afe3934458617be04d67f5
godotengine,godot,61882,https://github.com/godotengine/godot/pull/61884,https://github.com/godotengine/godot/commit/5d9e996f682e4d6c54c0cdce06d68abb2fb4193f
godotengine,godot,61677,https://github.com/godotengine/godot/pull/78398,https://github.com/godotengine/godot/commit/8cdab04d7fd57aaabd790349cd8a4e9ec21a7edd
godotengine,godot,61230,https://github.com/godotengine/godot/pull/61235,https://github.com/godotengine/godot/commit/7f3688603cb3662e425cb7a1dce15459162c1dc6
godotengine,godot,60364,https://github.com/godotengine/godot/pull/70214,https://github.com/godotengine/godot/commit/d44a91c2f78809365020a67647a2c94ccab418ad
godotengine,godot,60127,https://github.com/godotengine/godot/pull/60789,https://github.com/godotengine/godot/commit/3f50dad460dc2239343e0eb9ba8fb63b8fd20b88
godotengine,godot,60068,https://github.com/godotengine/godot/pull/60359,https://github.com/godotengine/godot/commit/732102cbc599e486c4bb8cba33d2b4fe48ca4734
godotengine,godot,58663,https://github.com/godotengine/godot/pull/60656,https://github.com/godotengine/godot/commit/2834332591ef5a8490ef6a1a87b06e6cdaf16ff8
godotengine,godot,58082,https://github.com/godotengine/godot/pull/58081,https://github.com/godotengine/godot/commit/ab5eaf0ad97cfac2d3bc924ae99c5fc83cd3e838
godotengine,godot,58022,https://github.com/godotengine/godot/pull/58030,https://github.com/godotengine/godot/commit/ddc8ec6b448edd69642d61c4827882a035498274
godotengine,godot,57928,https://github.com/godotengine/godot/pull/57933,https://github.com/godotengine/godot/commit/66d27df12f5b710ac5f569144944c1db0c86c96b
godotengine,godot,57714,https://github.com/godotengine/godot/pull/57752,https://github.com/godotengine/godot/commit/5268786ac0213d4881f8a214b4d81f0c33340802
godotengine,godot,57256,https://github.com/godotengine/godot/pull/57526,https://github.com/godotengine/godot/commit/c37bd41c794819e0b6bc3ad4b162548057098e1c
godotengine,godot,56900,https://github.com/godotengine/godot/pull/57111,https://github.com/godotengine/godot/commit/f13db28a5c1148ce0096d9be9cbd6040553f9f6f
godotengine,godot,56264,https://github.com/godotengine/godot/pull/56327,https://github.com/godotengine/godot/commit/fad3138af7bbaee4bd7dea785657c84890411f0a
godotengine,godot,56205,https://github.com/godotengine/godot/pull/56889,https://github.com/godotengine/godot/commit/ba431a9306f6f018488b6d19854ea40fa528f205
godotengine,godot,54961,https://github.com/godotengine/godot/pull/71604,https://github.com/godotengine/godot/commit/10849a6d9319269f1952156ef981a4341815978a
godotengine,godot,54717,https://github.com/godotengine/godot/pull/49736,https://github.com/godotengine/godot/commit/ea0ec9b9513486ba0292de2d1cfdbdf6c0eae0e1
godotengine,godot,54484,https://github.com/godotengine/godot/pull/54486,https://github.com/godotengine/godot/commit/151d2e34caff77b9b2ffcadea1e4fa0a7ddd450c
godotengine,godot,53818,https://github.com/godotengine/godot/pull/58548,https://github.com/godotengine/godot/commit/ab1526709666a35d11e848415504a3af77e90a68
godotengine,godot,53506,https://github.com/godotengine/godot/pull/53507,https://github.com/godotengine/godot/commit/1558f4a59934127c09f92432aba61d575e615033
godotengine,godot,52680,https://github.com/godotengine/godot/pull/52824,https://github.com/godotengine/godot/commit/082f9245668384d5bad79998dee40370c2d38dce
godotengine,godot,51311,https://github.com/godotengine/godot/pull/54982,https://github.com/godotengine/godot/commit/f39375d315dc67e53ecdeb5964ffad59959c888f
godotengine,godot,50866,https://github.com/godotengine/godot/pull/53994,https://github.com/godotengine/godot/commit/5317b79a1dc3320ae8250a45aeb984ffebc20150
godotengine,godot,38543,https://github.com/godotengine/godot/pull/54377,https://github.com/godotengine/godot/commit/ab76cd6ff27a503a50cf1fbb2b434321971abddc
godotengine,godot,37885,https://github.com/godotengine/godot/pull/37895,https://github.com/godotengine/godot/commit/943ec798592e20446ae3661cb76c44a20c8a30ec
godotengine,godot,36981,https://github.com/godotengine/godot/pull/36999,https://github.com/godotengine/godot/commit/1c632645f7b2fda10bb01c3fd52bea338edbbaa4
godotengine,godot,27230,https://github.com/godotengine/godot/pull/35696,https://github.com/godotengine/godot/commit/142909da50a420ce973fda5d5878791faca25b2f
protocolbuffers,protobuf,5501,https://github.com/protocolbuffers/protobuf/pull/6530,https://github.com/protocolbuffers/protobuf/commit/da5740082ef7c39a5503e4d57ee73e11d3b43586
ClickHouse,ClickHouse,57773,https://github.com/ClickHouse/ClickHouse/pull/59340,https://github.com/ClickHouse/ClickHouse/commit/d3cdc8826eb5209562ae743c7a385a7f33bbc015
ClickHouse,ClickHouse,48728,https://github.com/ClickHouse/ClickHouse/pull/48771,https://github.com/ClickHouse/ClickHouse/commit/9f694a328bf7a351cae03b486ea61723e0e0344e
ClickHouse,ClickHouse,46726,https://github.com/ClickHouse/ClickHouse/pull/47647,https://github.com/ClickHouse/ClickHouse/commit/6c8fc4cd11966cb96571fe3a2dfaac6b82cbd03c
ClickHouse,ClickHouse,45941,https://github.com/ClickHouse/ClickHouse/pull/47290,https://github.com/ClickHouse/ClickHouse/commit/73c484fdee7fb0db9b5b2a0c53c9666fda320638
ClickHouse,ClickHouse,45177,https://github.com/ClickHouse/ClickHouse/pull/45181,https://github.com/ClickHouse/ClickHouse/commit/6499e8e687182f2bebb3f74c7321400edd9964d8
ClickHouse,ClickHouse,44500,https://github.com/ClickHouse/ClickHouse/pull/45630,https://github.com/ClickHouse/ClickHouse/commit/79ea6a1c9cc32fe9aedc55bfc0d16b7f12668b42
ClickHouse,ClickHouse,42502,https://github.com/ClickHouse/ClickHouse/pull/42780,https://github.com/ClickHouse/ClickHouse/commit/fe0aea2e3a2011ed803894c8e59c83db357e9e26
ClickHouse,ClickHouse,38889,https://github.com/ClickHouse/ClickHouse/pull/38929,https://github.com/ClickHouse/ClickHouse/commit/246614229fb2d8997db0b92271f05e75c36f74c3
ClickHouse,ClickHouse,38134,https://github.com/ClickHouse/ClickHouse/pull/38428,https://github.com/ClickHouse/ClickHouse/commit/a45e3d47adacc59699de26b59e5966307b97b8fb
ClickHouse,ClickHouse,37333,https://github.com/ClickHouse/ClickHouse/pull/42458,https://github.com/ClickHouse/ClickHouse/commit/ca5dbe88dbbde7bc139b6bfc864a8a1b52167ca7
ClickHouse,ClickHouse,36732,https://github.com/ClickHouse/ClickHouse/pull/60463,https://github.com/ClickHouse/ClickHouse/commit/9419a252315d053f443ebf9a4b24d0d5489fe8c8
ClickHouse,ClickHouse,34302,https://github.com/ClickHouse/ClickHouse/pull/34304,https://github.com/ClickHouse/ClickHouse/commit/3e700e854d6a1620bf80da5340206e1ec691b22a
ClickHouse,ClickHouse,32866,https://github.com/ClickHouse/ClickHouse/pull/32907,https://github.com/ClickHouse/ClickHouse/commit/b1794a47c39dc466efe5ad1f8691ae4646531677
ClickHouse,ClickHouse,30416,https://github.com/ClickHouse/ClickHouse/pull/30887,https://github.com/ClickHouse/ClickHouse/commit/b3a8ad124fb8adc444e1a8d9de4031db3f7cf517
ClickHouse,ClickHouse,27083,https://github.com/ClickHouse/ClickHouse/pull/27122,https://github.com/ClickHouse/ClickHouse/commit/4f7e007d355bc76625af927f39e82e37082e4679
ClickHouse,ClickHouse,24988,https://github.com/ClickHouse/ClickHouse/pull/25001,https://github.com/ClickHouse/ClickHouse/commit/a7ca1f5999148e76f76e03e09cf2945a476edf98
ClickHouse,ClickHouse,24340,https://github.com/ClickHouse/ClickHouse/pull/24415,https://github.com/ClickHouse/ClickHouse/commit/53ce22ae65c739fc3680cbb83d5e851186caadef
ClickHouse,ClickHouse,21935,https://github.com/ClickHouse/ClickHouse/pull/21948,https://github.com/ClickHouse/ClickHouse/commit/fff110aa38c8af9d91682a34d79f21a47a47b632
ClickHouse,ClickHouse,21717,https://github.com/ClickHouse/ClickHouse/pull/21766,https://github.com/ClickHouse/ClickHouse/commit/f00e1084107f5fe3e9262a45116fbabd945f508d
ClickHouse,ClickHouse,21556,https://github.com/ClickHouse/ClickHouse/pull/23397,https://github.com/ClickHouse/ClickHouse/commit/a83a07246ed4deb1eda316113e046ad67e18e8d1
ClickHouse,ClickHouse,21293,https://github.com/ClickHouse/ClickHouse/pull/21307,https://github.com/ClickHouse/ClickHouse/commit/134216dc4ae05cd04eb1a0c3c289aa839248d9fb
ClickHouse,ClickHouse,20092,https://github.com/ClickHouse/ClickHouse/pull/20183,https://github.com/ClickHouse/ClickHouse/commit/6a5a539e98533539a679dd30ed94e3e8021c74b3
ClickHouse,ClickHouse,20009,https://github.com/ClickHouse/ClickHouse/pull/32670,https://github.com/ClickHouse/ClickHouse/commit/745fd4fc161ac135d2044fd2855b4a4a4ed0cf4c
ClickHouse,ClickHouse,19671,https://github.com/ClickHouse/ClickHouse/pull/19680,https://github.com/ClickHouse/ClickHouse/commit/35622505945b56ab5be3240a3a2555bc299a1cc9
ClickHouse,ClickHouse,17731,https://github.com/ClickHouse/ClickHouse/pull/40592,https://github.com/ClickHouse/ClickHouse/commit/2e85f9f0ade45d62b12c82eee93f410744e0611e
ClickHouse,ClickHouse,17280,https://github.com/ClickHouse/ClickHouse/pull/14733,https://github.com/ClickHouse/ClickHouse/commit/6047df2c37c6afea1afabd08cc4406c36f9a62e0
ClickHouse,ClickHouse,17232,https://github.com/ClickHouse/ClickHouse/pull/17253,https://github.com/ClickHouse/ClickHouse/commit/172b7e9ed1cd77f8e028b214ca7bccac3750b553
ClickHouse,ClickHouse,15153,https://github.com/ClickHouse/ClickHouse/pull/15178,https://github.com/ClickHouse/ClickHouse/commit/ee453959424ad24e8e2977ffb74eee03e400ff58
ClickHouse,ClickHouse,13864,https://github.com/ClickHouse/ClickHouse/pull/14129,https://github.com/ClickHouse/ClickHouse/commit/eeb78bf29172112ee832e2e46ed75271961717d9
